pos_y,ecc,hits,rms_trans,pos_x
7.165,4.097,121,0.9793,4.795
4.662,3.083,47,0.6026,12.43
12.16,9.107,91,0.2275,10.59
3.78,2.574,143,0.9441,8.666
5.816,6.008,312,0.6494,4.6
10.74,4.918,154,0.8059,7.336
8.407,7.541,96,0.4388,3.926
4.56,3.708,255,0.8325,9.497
9.22,3.98,63,1.077,7.413
11.77,2.264,65,0.597,2.392
2.646,4.351,355,0.7174,6.59
1.821,1.376,15,0.5623,2.66
8.753,2.095,403,1.717,5.263
5.908,2.817,100,1.379,3.723
7.066,1.688,376,2.486,5.759
1.777,2.385,42,0.5846,10.92
0.9038,3.316,30,0.2637,2.807
4.847,5.104,87,0.8416,7.451
8.937,4.515,148,0.9394,7.343
3.081,2.821,33,0.7459,11.34
6.786,3.698,168,0.9851,6.86
11.4,1.931,20,0.9599,2.888
1.478,2.13,19,0.5488,3.148
5.1,4.242,35,0.3155,2.853
1.265,1.471,22,0.4648,2.47
7.401,4.827,256,0.9726,9.035
4.722,2.579,437,1.342,10.31
3.313,1.445,97,0.9728,9.21
1.523,1.455,32,0.5216,12.36
11.8,4.388,100,0.7549,5.24
5.781,5.304,295,0.7095,5.868
7.552,1.771,135,1.703,8.644
7.724,15.58,57,0.159,6.351
7.542,5.817,155,0.8152,5.832
2.997,5.107,82,0.3658,11.1
12.52,2.287,164,0.575,3.065
11.37,1.246,20,0.646,12.08
7.992,8.594,728,0.3021,2.501
2.702,5.217,66,0.4173,5.725
3.539,3.649,64,0.8642,9.033
10.63,4.312,39,0.6419,9.286
7.022,13.43,97,0.281,10.32
12.08,2.672,161,0.6578,11.65
2.568,1.237,16,1.046,2.513
3.914,2.82,492,1.045,7.53
8.823,3.446,105,0.917,12
1.831,4.494,235,0.7518,7.146
3.425,2.373,476,0.7333,7.016
10.97,2.974,353,0.9825,10.66
3.011,3.015,96,0.6999,8.804
7.822,7.247,255,0.4385,9.633
6.388,2.976,127,0.9191,5.168
11.58,2.148,15,0.5205,12.63
9.059,8.544,115,0.4282,6.353
3.744,2.659,758,1.306,8.05
2.459,4.872,66,0.7387,5.867
4.4,7.07,56,0.2146,10.36
6.212,2.972,370,1.239,3.661
10.13,4.221,141,0.7326,8.451
13.58,14.26,4096,0.2858,6.966
6.762,4.46,321,0.9983,6.874
6.232,4.065,110,0.8362,4.452
1.593,2.656,11,0.3264,1.413
12.2,1.387,22,0.6371,12.51
4.471,1.577,135,0.8917,2.49
10.17,5.95,191,0.3482,5.382
2.369,4.076,139,0.7912,7.86
6.427,5.718,255,0.6562,5.79
5.87,2.299,658,0.821,5.934
1.212,1.626,15,0.4768,12.17
12.19,3.438,21,0.4813,4.441
4.977,1.754,1609,1.314,10.11
11.34,3.267,55,0.2619,3.231
4.391,2.196,362,1.068,10.61
11.94,2.459,6,0.3669,12.57
10.54,6.718,80,0.4097,5.564
9.202,3.252,49,1.186,7.051
4.679,4.536,67,0.7825,4.562
0.9556,21.12,8,0.03957,1.073
4.545,6.045,307,0.7623,9.304
8.675,6.041,128,0.684,7.686
3.85,4.886,59,0.7691,7.182
10.22,4.339,81,0.6711,6.842
8.953,1.202,4095,3.294,7.954
7.515,1.331,145,0.6281,12.74
12.9,6.495,9,0.1116,12.29
11.7,3.376,59,0.8883,5.916
2.239,6.299,40,0.3557,8.873
11.76,4.27,211,0.6855,7.897
1.292,2.82,36,0.4791,10.25
4.771,4.139,285,0.522,8.3
2.071,5.699,95,0.4476,8.328
1.381,8.675,31,0.3674,9.477
3.238,1.283,69,1.156,6.363
12.98,1.07,113,0.1986,2.483
9.912,2.792,61,0.7769,11.15
5.555,4.123,83,0.8127,7.913
4.173,5.626,165,0.5328,4.755
8.909,2.623,131,0.9553,10.21
10.05,2.504,141,0.8939,5.206
11.33,4.043,206,0.8238,7.571
2.949,4.774,161,0.6294,8.276
10.49,7.66,105,0.5233,7.104
6.365,1.881,142,1.774,6.264
11.47,1.997,41,0.775,2.92
2.269,1.757,78,0.9813,10.69
2.54,2.152,48,1.022,4.088
13.2,6.171,7,0.07915,7.005
5.067,3.15,266,1.001,3.959
2.044,1.945,119,0.8667,10.79
7.866,3.38,63,1.015,3.644
1.604,10.15,9,0.1111,12.12
2.106,3.551,98,0.9307,6.081
3.397,3.742,263,0.7163,6.571
6.833,4.842,89,0.5701,3.639
2.535,5.339,105,0.375,10.48
7.327,1.12,120,3.863,7.997
5.48,7.489,119,0.3811,6.75
6.957,17.77,144,0.2424,5.086
11.2,3.366,25,0.5818,10.64
7.254,7.089,109,0.6049,4.718
6.412,12.14,98,0.218,6.185
7.851,1.935,94,1.022,11.04
6.178,4.196,119,0.9172,9.107
12,6.137,77,0.6363,7.272
2.129,1.363,104,0.9219,5.053
11.56,2.679,130,0.8193,9.084
8.371,1.244,155,2.929,8.251
3.457,7.133,64,0.3599,7.295
7.002,9.089,10,0.08711,2.327
5.258,4.375,199,0.9733,8.504
2.047,3.639,110,0.5183,8.955
4.414,11,99,0.2756,5.829
11.37,1.39,40,0.9847,12.2
11.45,1.576,57,1.092,10.14
2.132,2.615,66,0.9766,7.381
2.427,4.995,98,0.7065,7.432
8.058,8.511,139,0.4451,8.332
9.545,3.541,134,0.8657,5.183
2.679,2.21,70,1.106,4.285
10.77,2.068,61,0.9121,1.876
12.62,2.864,11,0.4833,12.16
1.042,3.94,32,0.4086,3.279
12.5,5.012,31,0.5809,4.773
4.666,1.342,36,0.8877,11.99
4.412,4.511,108,0.6449,8.972
6.58,1.676,76,1.072,10.36
2.251,4.034,74,0.8976,4.661
7.258,2.545,1151,1.683,6.696
11.36,4.309,97,0.3951,4.274
5.991,2.941,356,1.06,2.73
10.48,4.702,74,0.7726,8.5
0.9664,2.317,28,0.5152,3.217
1.375,1.073,6,0.7678,11.15
10.98,4.154,92,0.7417,7.809
1.879,5.815,133,0.7185,5.956
10.99,3.663,76,0.937,5.685
1.503,3.813,371,0.4093,6.956
4.659,2.066,150,1.944,6.776
7.634,5.14,133,0.931,9.139
7.634,4.325,248,0.6578,2.151
1.993,2.34,103,0.747,2.879
7.052,4.706,300,0.7978,5.166
8.269,2.281,75,1.073,3.138
3.169,2.498,89,1.081,5.832
11.88,4.448,58,0.6698,6.242
1.536,1.813,19,0.6575,2.355
12.59,1.277,69,0.3503,12.92
10.03,3.704,57,0.8348,6.045
7.937,1.035,4096,3.892,7.825
11.47,2.914,27,1.056,9.184
3.842,4.191,74,0.6822,7.922
8.133,3.97,164,0.7831,5.951
6.925,3.6,82,1.024,10.38
1.292,2.873,9,0.4892,3.578
8.32,3.441,476,1.234,7.759
10.04,1.404,1503,1.871,4.486
5.599,1.908,159,1.732,6.74
3.834,8.101,71,0.4085,8.412
11.52,2.048,41,0.784,11.02
7.23,1.331,303,3.282,7.397
7.13,6.597,172,0.6525,6.732
10.16,2.293,75,0.7105,2.186
5.23,8.118,124,0.4965,7.691
11.4,2.224,32,0.697,11.49
1.718,2.207,26,0.8313,8.563
13.12,3.844,31,0.1863,5.535
9.061,1.722,676,1.052,9.259
1.424,2.764,18,0.5327,11.58
6.707,2.427,1028,1.39,7.737
1.84,1.673,26,0.5936,12.64
2.049,4.357,151,0.6296,6.438
11.68,4.412,123,0.3441,3.775
2.799,6.505,75,0.4103,7.458
1.342,3.755,41,0.6327,5.597
2.724,3.09,48,0.707,11.18
12.41,2.286,12,0.6129,11.55
2.396,9.714,129,0.1963,7.921
8.252,4.76,286,0.6959,7.054
11.52,2.85,41,0.6883,7.066
3.511,7.353,148,0.4343,6.323
5.742,10.25,76,0.4486,5.137
9.982,1.882,228,1.925,3.424
2.066,1.588,162,0.9161,8.799
6.671,4.483,160,1.001,7.008
7.831,2.49,177,1.861,5.526
9.491,3.706,334,0.8551,6.276
9.019,2.971,185,0.9719,8.362
8.383,5.201,139,0.7899,6.803
9.879,11.03,81,0.3264,8.105
7.433,1.754,224,2.438,4.483
10.43,2.427,259,0.5362,12.75
1.454,1.105,17,0.6319,12.44
8.467,2.11,245,0.9189,11.2
2.684,6.993,124,0.3329,3.968
3.845,2.08,51,0.9155,3.395
12.81,9.304,30,0.2693,7.135
4.843,6.962,38,0.3012,4.629
10.96,3.792,132,0.707,10.04
9.266,7.256,35,0.4016,7.605
7.763,4.22,185,0.8406,7.179
2.039,2.852,63,0.6667,5.14
7.007,4.645,138,0.8062,3.496
10.88,2.929,516,1.033,7.79
11.42,4.259,116,0.8777,8.036
8.249,7.429,160,0.555,6.817
11.92,1.983,44,0.8166,3.631
1.92,1.85,37,0.4224,12.39
7.812,5.017,173,0.5275,10.99
11.98,1.941,503,0.7071,11.33
3.422,7.297,96,0.5258,8.117
9.338,4.849,165,0.849,6.504
2.471,2.833,26,0.6622,3.084
3.362,2.138,152,1.158,6.347
10.33,2.618,307,0.7365,3.759
7.823,2.514,103,1.349,4.263
2.955,3.593,84,0.733,2.946
10.07,3.604,57,0.63,12.51
7.941,1.98,2508,1.44,8.042
12.65,4.904,4096,0.824,7.601
6.136,10.67,182,0.373,6.477
8.797,3.295,89,0.7706,10.1
5.198,7.696,127,0.453,3.975
5.139,2.984,34,0.6483,2.376
11.6,2.705,29,0.6223,11.88
12.86,7.22,6,0.145,11.98
8.553,3.411,240,1.004,7.297
2.841,1.768,161,0.93,11.34
12.46,4.976,6,0.2848,11.67
8.434,8.881,83,0.3526,10.86
8.316,6.298,75,0.5322,8.511
5.249,3.675,104,0.9732,7.733
6.461,1.543,89,0.6294,1.745
6.685,4.732,369,0.3914,7.101
9.206,1.379,119,2.59,5.715
9.711,2.624,88,0.9102,2.803
1.628,2.092,28,0.4915,2.092
6.292,3.579,342,0.8359,7.36
9.065,6.994,145,0.4557,8.089
3.158,5.47,27,0.3289,11.51
6.148,4.556,80,0.7057,11.75
6.771,3.814,247,0.6595,4.395
9.739,3.855,251,0.921,8.043
4.105,4.547,184,0.7832,7.708
3.696,1.845,213,0.8828,10.45
2.03,3.221,92,0.477,6.076
5.189,3.201,43,0.9471,11.4
4.647,2.569,8,0.3958,12.62
5.048,5.597,141,0.7169,5.036
7.332,4.613,206,0.8309,7.822
12.05,1.781,16,0.4545,1.695
3.591,4.595,368,0.609,7.304
11.37,2.56,14,0.5325,12.46
5.481,5.503,136,0.7662,7.974
9.015,5.689,199,0.5897,5.511
4.44,3.52,106,0.8623,3.324
2.469,7.864,36,0.125,7.483
2.179,3.068,206,1.065,8.213
3.159,2.425,463,0.8462,5.862
4.195,8.242,139,0.371,12.8
3.491,4.364,50,0.4796,3.259
10.54,3.96,168,0.3091,1.028
1.875,1.888,102,0.9785,10.42
6.108,2.101,150,2.278,7.283
3.569,1.816,243,2.034,6.289
8.973,4.282,52,0.3223,3.138
1.312,4.247,37,0.5782,6.824
4.022,4.182,141,0.9112,8.01
8.296,1.745,902,1.068,2.44
8.321,3.579,234,0.9833,5.321
1.212,2.238,17,0.6148,9.714
9.974,2.011,106,1.13,4.404
5.28,4.556,336,0.8764,8.91
1.821,3.435,20,0.3248,1.862
1.952,5.859,61,0.6014,6.646
11.49,4.053,199,0.6471,6.042
12.77,1.94,33,0.2844,2.566
1.373,3.806,28,0.1545,10.36
9.016,6.483,169,0.5132,6.022
7.523,5.484,192,0.8478,7.243
6.732,3.448,258,0.9922,7.111
2.454,3.006,8,0.3863,2.502
6.211,3.568,171,0.8102,5.264
1.285,3.129,39,0.7399,6.107
2.214,3.135,113,1.288,6.423
8.777,3.638,398,1.1,2.945
4.43,2.981,105,0.8776,7.267
11.18,3.35,97,0.7841,6.476
8.658,3.664,195,0.6571,11.32
5.633,4.285,161,0.8007,8.069
12.52,2.681,18,0.1967,1.421
6.74,1.055,300,2.542,8.933
5.086,2.556,141,1.181,6.45
1.879,2.729,188,0.6512,1.823
9.99,3.126,87,1.096,7.608
3.804,4.409,161,0.5991,6.108
5.334,2.866,50,0.2315,11.83
0.6783,5.847,6,0.09696,6.774
5.175,6.11,17,0.5062,1.338
12.01,2.982,947,0.7652,9.239
1.761,1.547,39,0.9623,2.88
6.057,1.535,186,2.481,5.779
2.06,4.929,94,0.3471,5.358
1.896,3.472,43,0.69,5.15
7.36,3.267,120,0.8731,5.679
9.664,3.574,122,0.9153,5.873
2.85,3.079,51,0.4963,3.56
4.92,2.833,304,0.989,7.276
5.273,2.418,110,1.449,7.386
1.593,4.178,77,0.7121,9.175
7.864,5.104,27,0.5701,3.747
11.22,5.674,119,0.464,9.727
5.612,3.77,107,0.9361,6.046
11.52,9.762,75,0.344,8.041
10.31,1.775,48,0.8845,3.908
12.51,2.959,17,0.5557,3.412
1.933,3.055,47,0.6169,12.31
4.442,5.677,147,0.4566,8.801
11.71,5.84,73,0.7284,5.779
7.036,4.115,345,0.5779,2.379
2.859,2.395,31,0.8197,4.55
2.321,5.532,108,0.7384,9.037
11.89,6.001,68,0.6888,7.489
3.365,4.102,51,0.8271,9.889
6.37,4.211,112,0.9289,7.439
12.06,4.437,77,0.4968,9.387
6.528,1.171,60,3.557,8.135
7.733,4.698,63,0.5849,12.25
5.64,3.211,142,0.8669,5.323
7.555,4.505,96,0.6674,5.01
11.74,3.422,147,0.6788,4.24
7.239,12.9,129,0.2479,5.769
10.39,2.033,71,0.9045,6.787
2.174,2.919,34,0.7434,7.792
9.292,9.742,59,0.2445,9.311
1.986,1.126,163,0.9091,2.976
1.728,2.063,13,0.5665,2.456
9.747,5.313,97,0.6923,8.501
12.44,3.008,9,0.4546,2.936
1.835,1.683,162,0.6067,3.458
1.768,2.478,88,0.7831,10.33
1.446,3.223,121,0.5693,12.15
11.91,3.145,26,0.8561,8.925
8.73,3.776,215,0.7649,10.1
4.688,1.854,88,0.9819,10.42
1.511,2.945,41,0.6475,5.824
8.049,7.986,52,0.4958,6.286
8.295,5.797,133,0.5637,6.592
7.312,1.948,332,1.809,9.448
2.346,3.756,19,0.2961,2.723
3.582,3.104,76,0.6616,3.477
5.783,4.155,98,0.9046,10.64
2.7,7.679,55,0.5374,7.704
12.74,1.626,10,0.2821,6.583
9.449,3.552,99,0.9946,9.245
1.884,2.419,20,0.4232,2.291
6.719,5.794,67,0.6503,6.357
5.021,2.42,68,1.02,3.708
7.978,1.751,589,1.253,2.326
3.529,2.61,140,1.089,6.407
5.278,3.306,145,0.7568,12.1
8.711,5.231,62,0.27,11.85
2.727,3.167,112,1.111,9.497
2.55,3.832,246,0.9374,8.464
3.661,3.687,118,0.9381,9.701
7.754,3.123,420,1.197,6.661
11.48,1.415,72,0.8105,11.37
8.938,6.117,141,0.853,9.041
3.332,5.199,190,0.7346,7.927
4.485,4.827,161,0.7724,8.542
4.974,4.34,200,0.8289,8.059
3.171,4.814,423,0.5247,6.871
7.288,1.63,636,1.907,8.422
8.097,4.673,74,0.82,4.197
11.95,2.504,35,0.4653,2.575
10.85,4.797,28,0.3679,4.832
3.01,3.313,13,0.4764,1.314
11.03,3.229,158,0.6398,2.934
5.653,5.577,154,0.8114,9.054
11.73,4.411,113,0.5593,9.163
4.616,4.444,233,0.8896,7.904
1.054,1.211,12,0.4614,11.13
4.385,2.082,173,1.638,3.21
3.512,1.76,53,0.2214,1.624
5.81,8.117,238,0.5769,6.011
1.034,2.112,17,0.6156,2.409
11.33,6.65,23,0.2811,9.045
8.119,4.64,203,0.4918,3.011
2.582,2.056,138,0.6855,2.556
5.469,3.581,250,0.954,4.534
8.547,4.753,91,0.512,11.83
2.338,1.125,406,0.9045,12.23
11.6,2.644,65,0.8669,3.935
1.773,1.386,45,0.7073,1.851
1.697,2.518,50,0.6116,4.319
5.738,4.027,68,0.7843,6.88
2.073,1.926,16,0.6878,2.434
8.126,3.473,214,0.8233,6.851
11.84,10.52,42,0.2509,6.009
6.013,4.731,11,0.138,12.92
5.202,3.746,596,1.054,6.551
11.51,6.863,7,0.159,2.597
6.612,5.946,133,0.8698,6.656
11.23,2.83,64,0.8548,9.008
8.092,2.926,63,1.106,5.068
2.142,4.446,51,0.5585,3.579
10.39,3.206,53,0.9381,3.77
9.759,2.889,455,1.06,8.336
7.853,4.585,71,0.4955,1.413
2.122,1.865,12,0.7706,2.232
2.989,1.92,25,0.6569,12.55
1.166,2.911,96,0.5035,11.66
2.506,7.653,188,0.3936,6.508
4.593,9.876,70,0.4019,6.014
6.239,6.639,42,0.612,7.01
6.037,6.609,151,0.5924,7.324
6.753,8.174,138,0.6179,5.95
7.797,2.223,588,0.8133,5.486
2.799,3.173,52,0.7832,5.762
9.683,2.084,332,1.072,8.222
10.76,3.931,100,0.8128,7.091
3.446,4.393,55,0.3861,1.267
9.214,1.871,321,1.055,4.374
10.56,1.527,115,0.7393,12.4
10.98,3.613,64,0.8845,8.83
11.03,3.161,8,0.2342,12.72
11.64,1.846,58,0.8488,2.851
9.72,1.748,39,0.863,11.65
4.238,4.077,90,0.9824,5.234
1.183,6.165,14,0.3406,3.398
11.51,5.688,82,0.5645,5.695
1.915,2.078,92,0.6983,11.63
2.731,8.607,105,0.3617,5.61
11.54,3.53,68,0.3243,12.4
4.365,2.967,23,0.4474,12.68
7.477,1.669,114,1.899,4.548
4.616,4.584,215,0.9643,7.743
1.578,4.214,41,0.6612,6.752
10.14,5.125,110,0.723,6.795
8.875,2.638,93,0.6965,10.93
2.497,1.788,10,0.6077,12.55
3.547,5.508,22,0.2136,3.278
11.29,2.486,239,0.7792,10.5
1.325,4.246,17,0.3758,11.87
3.102,1.49,188,1.879,6.628
10.82,1.659,11,0.5998,1.533
2.904,2.545,79,0.8122,4.014
9.774,11.17,126,0.2487,6.631
1.535,2.177,12,0.3059,12.74
7.823,4.12,490,0.9342,7.604
6.328,3.424,101,1.135,6.74
1.984,1.653,38,1.001,2.83
2.057,4.669,28,0.5283,10.21
4.517,1.314,192,1.122,10.71
1.251,2.277,8,0.1316,2.599
9.123,8.806,27,0.1683,9.785
10.12,2.599,109,0.9775,3.843
11.78,2.276,23,0.5222,1.862
3.248,3.411,114,0.813,4.374
1.048,1.408,9,0.3662,12.86
6.188,5.563,25,0.1068,1.99
6.845,6.586,48,0.6426,8.588
4.614,3.002,33,0.9698,11.03
11.19,1.89,29,1.032,2.732
1.769,4.461,81,0.7335,8.887
5.758,6.872,193,0.53,5.864
11.91,4.515,54,0.7601,8.987
10.92,1.887,28,0.4846,12.8
8.682,8.641,52,0.428,6.185
3.598,3.388,108,0.9881,6.421
12.53,5.145,7,0.2233,10.8
11.39,1.372,26,0.7206,11.7
1.413,2.83,22,0.629,11.46
9.494,2.496,50,0.9733,10.61
11.77,3.522,50,1.078,6.197
6.889,4.218,153,0.9641,8.119
1.173,1.789,6,0.3127,1.127
2.321,2.389,20,0.4134,13
8.471,3.679,239,0.9417,4.595
12.1,2.513,95,0.5438,2.277
8.205,3.525,145,0.9698,8.342
12.87,2.531,9,0.08568,4.055
5.079,4.09,203,1.115,5.895
11.54,1.794,18,0.6581,12.66
6.869,5.652,110,0.7465,2.333
6.43,5.452,72,0.7641,3.073
11.78,5.081,49,0.4975,8.941
6.802,2.281,329,1.2,4.714
2.805,4.474,8,0.3167,1.011
11.05,1.964,64,0.3567,1.625
6.424,11.46,103,0.3724,6.581
1.384,5.347,65,0.2892,5.728
10.81,4.636,383,0.5139,5.669
9.203,1.919,230,2.244,7.567
6.105,3.322,190,1.003,6.344
8.224,2.033,196,1.827,6.586
7.539,3.545,175,0.761,10.68
11.39,8.632,92,0.3487,7.314
1.466,3.079,20,0.6503,3.814
10.64,2.59,65,0.7458,2.494
12.52,7.381,7,0.04734,6.91
4.291,2.598,906,0.9204,10.2
11.78,3.073,15,0.206,12.59
11.32,1.952,27,0.5962,1.818
9.321,4.843,102,0.8467,7.168
9.059,5.998,134,0.6803,6.888
6.985,7.567,147,0.4414,6.156
1.012,8.535,32,0.3817,6.662
0.9645,2.853,27,0.3908,7.862
1.753,2.582,24,0.4584,12.14
7.45,4.542,299,0.6264,7.127
9.82,2.411,504,1.024,8.175
7.636,4.116,124,0.8919,10.81
9.432,1.982,62,1.068,10.21
8.753,5.87,89,0.5497,7.206
2.238,1.307,36,1.055,3.894
1.491,2.283,20,0.5897,11.46
3.873,4.689,83,0.7195,9.446
2.216,1.412,24,0.699,1.948
1.22,2.847,22,0.3889,8.705
11.97,2.412,23,0.5452,11.38
8.868,3.68,342,0.766,2.235
12.12,4.744,8,0.1827,1.444
7.255,1.13,2422,3.953,7.747
4.733,3.046,148,0.9439,3.088
5.529,6.43,260,0.7223,7.783
3.366,8.147,166,0.3657,7.436
0.7761,2.362,18,0.1115,1.109
2.593,3.133,194,0.7434,8.185
1.157,3.335,17,0.4617,10.88
0.9992,3.522,6,0.2425,3.795
8.46,6.876,176,0.5866,7.729
12.54,7.877,54,0.4302,7.254
7.264,7.246,37,0.1836,3.188
1.536,5.404,59,0.6258,6.626
2.556,2.095,59,0.4455,1.443
2.33,5.332,76,0.6224,6.966
3.955,2.021,170,0.9796,3.3
4.258,4.194,217,0.7389,5.612
2.514,1.072,14,0.9869,11.25
11.58,1.123,151,0.6318,11.55
1.598,1.357,9,0.5965,10.69
5.089,3.842,100,0.7364,1.761
5.27,1.645,25,0.7352,11.83
12.36,2.112,10,0.7221,11.56
12.12,2.981,26,0.3365,3.526
9.739,10.77,28,0.1403,10.79
7.1,5.164,49,0.6764,7.179
2.447,5.226,108,0.7636,7.195
12.99,12.02,20,0.2063,10.9
12.1,2.467,12,0.3696,2.301
8.588,2.236,43,0.9379,2.636
12.27,2.812,198,0.6268,7.473
1.725,2.289,57,0.8253,2.52
10.34,1.339,61,1.279,9.296
4.813,5.992,64,0.6818,5.97
12.76,2.706,15,0.2542,2.073
8.503,1.077,607,1.137,2.633
1.324,4.272,23,0.5179,4.241
9.46,1.69,945,1.666,8.257
8.874,2.516,116,1.15,9.939
8.102,4.359,242,0.7821,7.261
6.102,3.742,83,1.151,7.403
9.263,2.594,358,0.981,7.356
6.194,9.797,101,0.3857,7.945
4.096,1.273,63,0.8129,12.07
1.994,1.83,16,0.4589,1.44
6.291,7.339,8,0.06941,0.99
7.454,4.399,153,0.8029,7.83
4.152,1.855,12,0.07418,2.04
8.661,2.627,183,1.522,9.603
3.049,4.716,100,0.7509,7.944
2.051,2.09,20,0.8041,2.953
1.455,9.509,80,0.3605,8.739
12.17,3.685,34,0.403,12.22
12.33,4.148,12,0.3465,3.676
11.82,4.889,96,0.7201,7.706
12.52,4.694,59,0.6044,5.958
2.242,1.636,556,0.6509,2.765
2.359,3.507,141,0.6144,5.933
4.766,6.309,387,0.3711,5.522
5.561,6.548,123,0.4956,8.785
5.965,6.851,236,0.5841,7.327
2.151,8.475,31,0.1793,2.256
6.63,4.449,189,0.8916,8.738
1.989,1.814,61,0.8202,4.209
7.752,1.358,45,0.8902,2.406
3.866,4.403,189,0.7696,8.148
10.88,1.896,14,0.671,9.755
3.912,7.013,135,0.4142,4.487
1.077,3.564,23,0.3099,3.124
9.777,7.035,34,0.2722,10.64
10.83,2.682,18,0.487,12.36
2.97,2.713,56,0.8102,4.136
9.328,1.801,58,1.075,11.28
13.55,13.32,4096,0.305,7.185
1.643,3.984,16,0.6455,9.903
1.97,1.414,41,0.5919,11.94
4.094,6.196,102,0.5086,8.417
7.201,2.378,160,1.48,3.415
2.74,1.111,32,1.024,9.867
1.306,3.401,21,0.6458,3.849
7.631,1.132,656,3.95,7.479
10.43,6.897,7,0.08161,12.43
8.386,2.246,47,0.7243,3.866
7.925,3.845,82,0.4402,10.75
9.78,4.497,194,0.8273,4.807
3.731,6.749,84,0.6624,7.87
5.678,3.195,34,0.2917,11.81
6.58,10.4,84,0.1922,4.092
3.312,3.534,77,1.092,7.848
2.168,6.14,25,0.2001,11.74
9.135,4.02,12,0.03975,0.3942
10.78,3.279,208,0.7627,2.878
11.93,2.295,21,0.3773,12.86
8.197,6.418,97,0.5251,2.044
8.256,2.549,108,1.089,6.521
5.568,7.1,203,0.6035,8.369
8.974,2.582,91,1.181,5.416
9.005,4.535,222,0.8678,6.496
1.376,1.385,21,0.8534,11.7
4.588,3.769,120,0.8527,7.101
3.811,2.558,45,0.9298,2.745
7.32,3.369,92,0.9844,5.071
12.62,4.751,39,0.3226,3.892
7.494,7.616,315,0.4455,8.391
6.621,4.601,134,0.7857,5.141
9.217,6.436,77,0.3663,10.82
6.534,7.071,112,0.5424,9.992
1.526,1.57,8,0.9279,1.403
0.8181,14.31,24,0.277,6.598
10.44,2.563,97,0.9071,3.557
7.828,1.164,318,2.537,7.699
7.463,6.76,67,0.487,2.407
6.304,3.682,137,0.8995,10.5
9.447,2.852,104,1.09,7.839
2.653,1.097,382,0.8931,7.3
6.125,2.524,160,1.094,4.969
1.173,6.212,6,0.227,9.955
9.398,3.888,321,0.7574,7.895
6.439,3.482,111,1,7.886
2.484,2.237,53,0.6961,5.171
4.599,6.22,89,0.5578,10.02
4.676,5.472,97,0.7728,5.975
11.8,1.659,27,0.9392,10.79
12.24,4.394,48,0.7041,5.859
0.8601,8.061,36,0.2178,7.159
3.434,3.107,60,0.7004,3.753
3.296,5.331,241,0.479,5.372
1.83,9.869,81,0.3615,7.946
2.611,2.801,76,0.7561,3.453
5.405,4.262,687,0.927,5.726
12.31,3.596,22,0.7361,4.933
10.18,1.306,74,0.7802,12.16
8.294,1.119,380,2.859,7.828
11.11,6.156,52,0.5457,8.941
11.06,4.338,44,0.1248,10.83
11.88,8.764,106,0.3793,7.916
11.24,1.566,948,1.066,9.453
2.935,11.51,219,0.2538,7.069
4.603,1.799,95,1.113,6.381
11.52,3.037,35,0.4891,2.276
3.42,10.28,57,0.1466,11.68
11.44,3.508,188,0.7428,7.217
3.218,2.201,168,0.967,7.008
4.328,9.217,65,0.3854,6.482
11.04,2.385,66,1.028,3.766
11.27,2.974,48,0.6052,10.76
10.95,6.683,69,0.2436,9.435
11.69,3.572,41,0.3274,10.24
11.07,4.493,67,0.6544,7.395
2.773,6.688,223,0.3321,4.888
9.236,4.476,126,0.9474,8.167
10.25,7.482,123,0.3877,4.647
10.51,5.18,54,0.5002,8.817
10.38,1.5,44,0.8961,11.24
10.38,3.677,193,0.9888,5.805
2.005,1.749,68,0.8337,3.504
11.51,2.945,125,0.8868,8.917
5.715,3.807,63,0.8173,8.448
6.251,5.408,207,0.9005,7.935
2.471,3.998,31,0.7798,9.679
12.32,5.961,8,0.1482,1.354
3.143,9.304,97,0.2233,5.665
10.52,11.9,115,0.2797,7.585
9.536,7.495,135,0.4699,7.483
7.178,5.276,96,0.7507,8.569
5.948,5.937,105,0.5073,8.912
2.671,2.631,17,0.4815,12.35
9.544,10.49,95,0.1716,7.843
0.8328,14.48,39,0.2243,4.663
1.769,2.499,18,0.4285,2.047
9.394,1.41,64,1.171,4.822
6.493,4.116,158,0.9641,3.865
4.231,2.095,485,1.24,10.09
3.559,4.174,113,0.9078,7.32
1.091,2.367,6,0.3804,12.05
9.133,8.727,157,0.4477,7.428
2.107,4.215,40,0.3591,2.492
1.994,1.881,116,0.5532,12.68
5.104,9.731,142,0.3549,7.407
8.857,4.797,172,0.8884,6.945
11.25,4.361,78,0.671,6.493
6.566,3.666,313,0.9807,9.137
5.261,3.335,105,1.034,5.464
11.48,6.2,7,0.1681,12.76
11.68,11.17,6,0.1713,3.832
1.633,1.982,33,0.7594,2.358
8.411,3.225,94,0.7793,3.496
3.772,7.213,93,0.5932,6.675
9.451,3.981,35,0.3594,1.131
11.96,4.313,135,0.6852,8.584
10.72,8.064,93,0.1966,8.974
10.43,2.541,200,1.426,6.194
11.72,1.99,15,0.5417,11.78
2.259,15.57,19,0.1072,2.45
10.31,2.584,167,1.475,6.335
5.462,5.269,92,0.939,7.585
3.403,4.103,58,0.8594,6.902
9.765,4.117,92,0.9101,7.056
8.359,5.41,192,0.7513,7.764
1.915,1.744,28,0.7953,2.32
11.64,1.598,36,0.6753,12.13
11.12,1.378,129,1.06,7.221
